Handle,Title,Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
pine-cone-hill-tranquility-yoga-mat,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/ines2_9da80812-72f1-4ef4-b2f2-57cd24b224b8.jpg?v=1603307105,2,Pine Cone Hill Tranquility Yoga Mat - Lavender Fields,,,,,,,,,,,,,,,,,,,,,
pine-cone-hill-ines-blue-multi-yoga-mat,Pine Cone Hill Ines Blue Multi Yoga Mat,Pine Cone Hill,New Arrivals,New Arrivals: Women & Gifts,TRUE,Title,Default Title,,,,,FR402,4536.105137,shopify,500,deny,manual,89,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/inesblue.jpg?v=1603307104,1,Pine Cone Hill Ines Blue Multi Yoga Mat - Lavender Fields,FALSE,,"Featuring an ultra-high-quality mat, this Ines Blue Yoga Mat comes with a color-coordinated carrying strap/yoga strap to motivate you to reach deep.",,,,ASH10196-PTS,,,,,,,,,,,lb,,,active
pine-cone-hill-ines-blue-multi-yoga-mat,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/ines2_23f4cb26-52f0-47c0-975f-fd4c498d2529.jpg?v=1603307104,2,Pine Cone Hill Ines Blue Multi Yoga Mat - Lavender Fields,,,,,,,,,,,,,,,,,,,,,
pine-cone-hill-ines-multi-yoga-mat,Pine Cone Hill Ines Multi Yoga Mat,Pine Cone Hill,New Arrivals,New Arrivals: Women & Gifts,TRUE,Title,Default Title,,,,,FR404,4536.105137,shopify,498,deny,manual,89,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/ines.jpg?v=1603307103,1,Pine Cone Hill Ines Multi Yoga Mat - Lavender Fields,FALSE,,The Ines Multi Yoga Mat features a beautiful floral arrangement across a neutral background that will make a statement anywhere.,,,,ASH10196-PTS,,,,,,,,,,,lb,,,active
pine-cone-hill-ines-multi-yoga-mat,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/ines2.jpg?v=1603307103,2,Pine Cone Hill Ines Multi Yoga Mat - Lavender Fields,,,,,,,,,,,,,,,,,,,,,
pine-cone-hill-salutation-floral-yoga-mat,Pine Cone Hill Salutation Floral Yoga Mat,Pine Cone Hill,New Arrivals,New Arrivals: Women & Gifts,TRUE,Title,Default Title,,,,,FR394,4536.105137,shopify,500,deny,manual,89,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/floral.jpg?v=1603307102,1,Pine Cone Hill Salutation Floral Yoga Mat - Lavender Fields,FALSE,,The Salutation Floral Yoga Mat features a microfiber suede top layer over an all natural  rubber base. Makes the perfect gift for yourself or a loved one.,,,,ASH10196-PTS,,,,,,,,,,,lb,,,active
pine-cone-hill-salutation-floral-yoga-mat,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/floral2.jpg?v=1603307102,2,Pine Cone Hill Salutation Floral Yoga Mat - Lavender Fields,,,,,,,,,,,,,,,,,,,,,
pine-cone-hill-terrazzo-yoga-mat,Pine Cone Hill Terrazzo Yoga Mat,Pine Cone Hill,New Arrivals,New Arrivals: Women & Gifts,TRUE,Title,Default Title,,,,,FR398,4536.105137,shopify,500,deny,manual,89,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/terrazzo.jpg?v=1603307101,1,Pine Cone Hill Terrazzo Yoga Mat - Lavender Fields,FALSE,,"Featuring color-coordinating carrying strap, this Terrazzo Yoga Mat is made with a microfiber suede printed top layer. Makes a great gift for any occasion. ",,,,ASH10196-PTS,,,,,,,,,,,lb,,,active
pine-cone-hill-terrazzo-yoga-mat,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/terrazzo2.jpg?v=1603307101,2,Pine Cone Hill Terrazzo Yoga Mat - Lavender Fields,,,,,,,,,,,,,,,,,,,,,
pine-cone-hill-asana-yoga-mat,Pine Cone Hill Asana Yoga Mat,Pine Cone Hill,New Arrivals,New Arrivals: Women & Gifts,TRUE,Title,Default Title,,,,,FR400,4536.105137,shopify,500,deny,manual,89,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/PineConeHillAsanaYogaMat.jpg?v=1603307099,1,Pine Cone Hill Asana Yoga Mat - Lavender Fields,FALSE,,The Pine Cone Hill Asana Yoga Mat makes the perfect gift for a loved one or yourself. Made with microfiber suede with a color-coordinating carrying strap. ,,,,ASH10196-PTS,,,,,,,,,,,lb,,,active
pine-cone-hill-asana-yoga-mat,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/PineConeHillAsanaYogaMat2.jpg?v=1603307099,2,Pine Cone Hill Asana Yoga Mat - Lavender Fields,,,,,,,,,,,,,,,,,,,,,
pine-cone-hill-crystal-coast-decorative-pillow,Pine Cone Hill Crystal Coast Decorative Pillow,Pine Cone Hill,Bedding & Bath,"Bedding & Bath: Decorative Pillows, Bedding & Bath: Decorative Pillows-1, New Arrivals: Art Decor & Lighting, Rugs & Decor: Indoor/Outdoor Pillows",TRUE,Title,Default Title,,,,,,4535.9237,,0,deny,manual,106,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/crystalcoastdecorativepillow.png?v=1603307098,1,Pine Cone Hill Crystal Coast Decorative Pillow - Lavender Fields,FALSE,Pine Cone Hill Boca Indoor/Outdoor Decorative Pillow,"With beautiful artistic inspiration and complex patterns, this Boca Indoor/Outdoor Decorative Pillow is a luxurious and sophisticated masterpiece. The kaleidoscopic prints are mirror image repeats of artist Laura ParkÂ’s vivid and vibrant abstract paintings. Pine Cone Hill Bedding and accessories always ship free at Lavender Fields.",,,,ASH9071-PIL20,,,,,,,,,,,lb,,,active
pine-cone-hill-crystal-coast-decorative-pillow,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/perfectpastels.png?v=1603307098,2,Pine Cone Hill Crystal Coast Decorative Pillow - Lavender Fields,,,,,,,,,,,,,,,,,,,,,
fresh-american-tropical-stripe-multi-indoor-outdoor-pouf,Fresh American Tropical Stripe Multi Indoor/Outdoor Pouf,Pine Cone Hill,Rugs & Decor,"Baby & Children: Poufs, New Arrivals: Art Decor & Lighting, Rugs & Decor: Poufs",TRUE,Title,Default Title,,,,,FR441-PF,4536.105137,,500,deny,manual,228,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/tropical-stripe-pouf.jpg?v=1603275211,1,Fresh American Tropical Stripe Multi Indoor/Outdoor Pouf - Lavender Fields,FALSE,Fresh American Tropical Stripe Multi Indoor/Outdoor Pouf,"The Tropical Stripe Multi Indoor/Outdoor Pouf works well inside or outside of the home due to its all polypropylene material. Great as a footstool, ottoman or staging for a tray of cool summer drinks, this pouf features an array of bright and beautiful colors. ",,,,FR315-PF,,,,,,,,,,,lb,,,active
pine-cone-hill-crete-decorative-pillow,Pine Cone Hill Crete Decorative Pillow,Pine Cone Hill,Bedding & Bath,New Arrivals: Art Decor & Lighting,TRUE,Title,Default Title,,,,,PC2784,4536.105137,shopify,500,deny,manual,100,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/crete-decorative-pillow.jpg?v=1603275189,1,Pine Cone Hill Crete Decorative Pillow - Lavender Fields,FALSE,Pine Cone Hill Crete Decorative Pillow,"The Crete Decorative Pillow is a handmade art piece, infused with the tradition of hand weaving that gives it a look of sophistication and luxury in any home. This beautiful accent pillow instantly ups the game of your bed or couch. Pine Cone Hill Bedding and accessories always ship free at Lavender Fields.",,,,PC2302-PIL15,,,,,,,,,,,lb,,,active
pine-cone-hill-volos-decorative-pillow,Pine Cone Hill Volos Decorative Pillow,Pine Cone Hill,Bedding & Bath,New Arrivals: Art Decor & Lighting,TRUE,Title,Default Title,,,,,PC2782,4536.105137,shopify,500,deny,manual,125,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/volos-decorative-pillow.jpg?v=1603275188,1,Pine Cone Hill Volos Decorative Pillow - Lavender Fields,FALSE,Pine Cone Hill Volos Decorative Pillow,"Made from a beautiful blend of cotton and polyester for both a soft and durable feel anywhere in your home, this Volos Decorative Pillow will elevate any room. Pine Cone Hill Bedding and accessories always ship free at Lavender Fields.",,,,PC2302-PIL15,,,,,,,,,,,lb,,,active
pine-cone-hill-vari-decorative-pillow,Pine Cone Hill Vari Decorative Pillow,Pine Cone Hill,Bedding & Bath,New Arrivals: Art Decor & Lighting,TRUE,Title,Default Title,,,,,PC2783,4536.105137,shopify,500,deny,manual,125,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/vari-decorative-pillow.jpg?v=1603275187,1,Pine Cone Hill Vari Decorative Pillow - Lavender Fields,FALSE,Pine Cone Hill Vari Decorative Pillow,"Subtle, yet an elegant statement making; an accent pillow that feels like more – a handmade art piece, infused with the tradition of hand weaving. made with skilled craftsmanship. Pine Cone Hill Bedding and accessories always ship free at Lavender Fields.",,,,PC2302-PIL15,,,,,,,,,,,lb,,,active
pine-cone-hill-hot-tamale-indoor-outdoor-decorative-pillow,Pine Cone Hill Hot Tamale Indoor/Outdoor Decorative Pillow,Pine Cone Hill,Bedding & Bath,"Bedding & Bath: Decorative Pillows, Bedding & Bath: Decorative Pillows & Throws, Bedding & Bath: Decorative Pillows-1, New Arrivals: Bedding",TRUE,Title,Default Title,,,,,PCHHOTTAMALE,1814.36948,shopify,498,deny,manual,84,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/pchhottamalepillows.png?v=1603275186,1,Pine Cone Hill Hot Tamale Indoor/Outdoor Decorative Pillow - Lavender Fields,FALSE,,"These gorgeous, fresh and bright kaleidoscopic print pillows are taken from artist Laura Park’s vivid and vibrant abstract paintings. Her playful, painterly style is tempered by sophisticated colors layered within a beautiful palette. ",,,,,,,,,,,,,,,lb,,,active
pine-cone-hill-hot-tamale-indoor-outdoor-decorative-pillow,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/hottamale2.png?v=1603275186,2,Pine Cone Hill Hot Tamale Indoor/Outdoor Decorative Pillow - Lavender Fields,,,,,,,,,,,,,,,,,,,,,
pine-cone-hill-gingko-sham,Pine Cone Hill Gingko Sham,Pine Cone Hill,Bedding & Bath,New Arrivals: Bedding,TRUE,Select Size,Standard,,,,,PC2747-01,4536.105137,shopify,500,deny,manual,50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/gingko-sham.jpg?v=1606217119,1,Pine Cone Hill Gingko Sham - Lavender Fields,FALSE,Pine Cone Hill Gingko Sham,"Featuring cascading Gingko leaves in elegant shades of Indigo, Denim and French Blue. Graceful and sophisticated, this sham is digitally printed on 400 thread count cotton sateen for a luxurious, silky and comfortable sleep. Pine Cone Hill Bedding ships free from Lavender Fields.",,,,PC005SHS,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/standard_e0276e9a-2a66-4fbb-bfbe-a81cacbac618.jpg?v=1606217119,lb,,,active
pine-cone-hill-gingko-sham,,,,,,,European,,,,,PC2747-02,4536.105137,shopify,500,deny,manual,80,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/standard_e0276e9a-2a66-4fbb-bfbe-a81cacbac618.jpg?v=1606217119,2,Pine Cone Hill Gingko Sham - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/european_d65bbb9a-1aca-45bb-bc44-c7a7882f4663.jpg?v=1606217119,lb,,,
pine-cone-hill-gingko-sham,,,,,,,King,,,,,PC2747-03,4536.105137,shopify,500,deny,manual,60,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/king_f30ed751-ffea-4c5e-842b-a089431fe5bb.jpg?v=1606217119,3,Pine Cone Hill Gingko Sham - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/king_f30ed751-ffea-4c5e-842b-a089431fe5bb.jpg?v=1606217119,lb,,,
pine-cone-hill-gingko-sham,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/european_d65bbb9a-1aca-45bb-bc44-c7a7882f4663.jpg?v=1606217119,4,Pine Cone Hill Gingko Sham - Lavender Fields,,,,,,,,,,,,,,,,,,,,,
pine-cone-hill-gingko-duvet-cover,Pine Cone Hill Gingko Duvet Cover,Pine Cone Hill,Bedding & Bath,New Arrivals: Bedding,TRUE,Size,Full/Queen,,,,,PC2746-01,4536.105137,shopify,500,deny,manual,250,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/gingko-duvet-cover.jpg?v=1606217118,1,Pine Cone Hill Gingko Duvet Cover - Lavender Fields,FALSE,Pine Cone Hill Gingko Duvet Cover,"With a 400 thread count and shades of indigo, denim and french blue, this Gingko Duvet Cover is a wonderful way to elevate any bedroom style or decor. A graceful and beautiful pattern of gingko leaves that are digitally printed across a cotton sateen ground. Pine Cone Hill Bedding ships free from Lavender Fields.",,,,PC005SHS,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/gingko-duvet-cover.jpg?v=1606217118,lb,,,active
pine-cone-hill-gingko-duvet-cover,,,,,,,King,,,,,PC2746-02,4536.105137,shopify,500,deny,manual,295,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/gingko-duvet-cover.jpg?v=1606217118,lb,,,
pine-cone-hill-paros-stripe-sham,Pine Cone Hill Paros Stripe Sham,Pine Cone Hill,Bedding & Bath,New Arrivals: Bedding,TRUE,Select Size,Standard,,,,,PC2778-01,4536.105137,shopify,498,deny,manual,58,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/paros-stripe-sham.jpg?v=1606217118,1,Pine Cone Hill Paros Stripe Sham - Lavender Fields,FALSE,Pine Cone Hill Paros Stripe Sham,"Features a soft and comfortable look and feel, this Paros Stripe Sham  will soften with every wash. Great for all seasons with its breathable construction, this sham is finished off with stripes of sky, denim and indigo. Pine Cone Hill Bedding ships free from Lavender Fields.",,,,PC005SHS,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/paros-stripe-sham.jpg?v=1606217118,lb,,,active
pine-cone-hill-paros-stripe-sham,,,,,,,European,,,,,PC2778-02,4536.105137,shopify,500,deny,manual,66,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/paros-stripe-sham.jpg?v=1606217118,lb,,,
pine-cone-hill-paros-stripe-sham,,,,,,,King,,,,,PC2778-03,4536.105137,shopify,498,deny,manual,68,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/paros-stripe-sham.jpg?v=1606217118,lb,,,
pine-cone-hill-paros-stripe-duvet-cover,Pine Cone Hill Paros Stripe Duvet Cover,Pine Cone Hill,Bedding & Bath,New Arrivals: Bedding,TRUE,Size,Twin,,,,,PC2777-01,4536.105137,shopify,500,deny,manual,232,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/paros-stripe-duvet-cover.jpg?v=1606217117,1,Pine Cone Hill Paros Stripe Duvet Cover - Lavender Fields,FALSE,Pine Cone Hill Paros Stripe Duvet Cover,"With a coastal look in hues of sky, denim and indigo, this Paros Stripe Duvet Cover is across an ecru ground to create a classic chic statement in any home. Comfortable in all seasons due to its breathable construction that softens with every wash. Pine Cone Hill Bedding ships free from Lavender Fields.",,,,PC005SHS,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/paros-stripe-duvet-cover.jpg?v=1606217117,lb,,,active
pine-cone-hill-paros-stripe-duvet-cover,,,,,,,Full/Queen,,,,,PC2777-02,4536.105137,shopify,499,deny,manual,288,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/paros-stripe-duvet-cover.jpg?v=1606217117,lb,,,
pine-cone-hill-paros-stripe-duvet-cover,,,,,,,King,,,,,PC2777-03,4536.105137,shopify,499,deny,manual,352,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/paros-stripe-duvet-cover.jpg?v=1606217117,lb,,,
pine-cone-hill-batik-blue-sham,Pine Cone Hill Batik Blue Sham,Pine Cone Hill,Bedding & Bath,New Arrivals: Bedding,TRUE,Select Size,Standard,,,,,PC2752-01,4536.105137,shopify,500,deny,manual,64,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/lifestyle_54469856-b833-4e86-a31b-49299f317f59.jpg?v=1606217116,1,Pine Cone Hill Batik Blue Sham - Lavender Fields,FALSE,Pine Cone Hill Batik Blue Sham,The Batik Blue Sham is great for any living room or bedroom with its indigo patterns that are expertly pieced together with mitred corners to form the concentric design. A wonderful way to layer a bed or other area with a variety of hues from natural to deep blue. Pine Cone Hill Bedding ships free from Lavender Fields.,,,,PC005SHS,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/standard_05958cf6-894e-4b71-b42e-ef26d1700b75.jpg?v=1606217116,lb,,,active
pine-cone-hill-batik-blue-sham,,,,,,,European,,,,,PC2752-02,4536.105137,shopify,498,deny,manual,70,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/standard_05958cf6-894e-4b71-b42e-ef26d1700b75.jpg?v=1606217116,2,Pine Cone Hill Batik Blue Sham - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/european_8bd9e15f-3489-4ed3-9efb-8e2dd8b0e818.jpg?v=1606217116,lb,,,
pine-cone-hill-batik-blue-sham,,,,,,,King,,,,,PC2752-03,4536.105137,shopify,498,deny,manual,76,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/king_918a858b-71dd-4c61-a8d4-3c910efd45bb.jpg?v=1606217116,3,Pine Cone Hill Batik Blue Sham - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/king_918a858b-71dd-4c61-a8d4-3c910efd45bb.jpg?v=1606217116,lb,,,
pine-cone-hill-batik-blue-sham,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/european_8bd9e15f-3489-4ed3-9efb-8e2dd8b0e818.jpg?v=1606217116,4,Pine Cone Hill Batik Blue Sham - Lavender Fields,,,,,,,,,,,,,,,,,,,,,
pine-cone-hill-batik-blue-coverlet,Pine Cone Hill Batik Blue Coverlet,Pine Cone Hill,Bedding & Bath,New Arrivals: Bedding,TRUE,Size,Twin,,,,,PC2751-01,4536.105137,shopify,500,deny,manual,290,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/batik-blue-coverlet.jpg?v=1606217116,1,Pine Cone Hill Batik Blue Coverlet - Lavender Fields,FALSE,Pine Cone Hill Batik Blue Coverlet,"Featuring bandanna borders of indigo and ecru patterns across a resist-dyed South Asian textiles. This Batik Blue Coverlet adds beautiful and whimsical character, in crisp natural cotton, to your bed, layered with a variety of hues from natural to deep blue. Pine Cone Hill Bedding ships free from Lavender Fields.",,,,PC005SHS,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/batik-blue-coverlet.jpg?v=1606217116,lb,,,active
pine-cone-hill-batik-blue-coverlet,,,,,,,Full/Queen,,,,,PC2751-02,4536.105137,shopify,500,deny,manual,360,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/batik-blue-coverlet.jpg?v=1606217116,lb,,,
pine-cone-hill-batik-blue-coverlet,,,,,,,King,,,,,PC2751-03,4536.105137,shopify,499,deny,manual,400,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/batik-blue-coverlet.jpg?v=1606217116,lb,,,
pine-cone-hill-blue-brush-duvet-cover,Pine Cone Hill Blue Brush Duvet Cover,Pine Cone Hill,Bedding & Bath,New Arrivals: Bedding,TRUE,Size,Twin,,,,,PC2772-01,4536.105137,shopify,499,deny,manual,216,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/blue-brush-duvet-cover.jpg?v=1606217115,1,Pine Cone Hill Blue Brush Duvet Cover - Lavender Fields,FALSE,Pine Cone Hill Blue Brush Duvet Cover,"The Blue Brush Duvet Cover features herringbone patterns that give a unique look and feel to any room. With the illusions of bespoke, handpainted fabric, this duvet will blend into many styles with ease. Pine Cone Hill Bedding ships free from Lavender Fields.",,,,PC005SHS,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/blue-brush-duvet-cover.jpg?v=1606217115,lb,,,active
pine-cone-hill-blue-brush-duvet-cover,,,,,,,Full/Queen,,,,,PC2772-02,4536.105137,shopify,498,deny,manual,272,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/blue-brush-duvet-cover.jpg?v=1606217115,lb,,,
pine-cone-hill-blue-brush-duvet-cover,,,,,,,King,,,,,PC2772-03,4536.105137,shopify,500,deny,manual,316,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/blue-brush-duvet-cover.jpg?v=1606217115,lb,,,
pine-cone-hill-blue-brush-sham,Pine Cone Hill Blue Brush Sham,Pine Cone Hill,Bedding & Bath,New Arrivals: Bedding,TRUE,Select Size,Standard,,,,,PC2773-01,4536.105137,shopify,496,deny,manual,50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/lifestyle_3a161c38-2ee2-4da1-a3d6-a11a6cec807c.jpg?v=1606217114,1,Pine Cone Hill Blue Brush Sham - Lavender Fields,FALSE,Pine Cone Hill Blue Brush Sham,"Stipples from a loaded blue inky brush in herringbone patterns, This Blue Brush Sham features unique brushstrokes that indicate slightly different pressure. Perfect for any living room or bedroom decor looking for a pop of beautiful shades of blue. Pine Cone Hill Bedding ships free from Lavender Fields.",,,,PC005SHS,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/standard_3c81ff2e-21d0-487f-af06-565f405b15a9.jpg?v=1606217114,lb,,,active
pine-cone-hill-blue-brush-sham,,,,,,,European,,,,,PC2773-02,4536.105137,shopify,498,deny,manual,58,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/standard_3c81ff2e-21d0-487f-af06-565f405b15a9.jpg?v=1606217114,2,Pine Cone Hill Blue Brush Sham - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/european_8717e05e-ae05-4450-935a-8d8eb474dbd5.jpg?v=1606217114,lb,,,
pine-cone-hill-blue-brush-sham,,,,,,,King,,,,,PC2773-03,4536.105137,shopify,500,deny,manual,66,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/king_e84f7978-4232-404e-a687-27e10e1ac16e.jpg?v=1606217114,3,Pine Cone Hill Blue Brush Sham - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/king_e84f7978-4232-404e-a687-27e10e1ac16e.jpg?v=1606217114,lb,,,
pine-cone-hill-blue-brush-sham,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/european_8717e05e-ae05-4450-935a-8d8eb474dbd5.jpg?v=1606217114,4,Pine Cone Hill Blue Brush Sham - Lavender Fields,,,,,,,,,,,,,,,,,,,,,
pine-cone-hill-atlantic-quilt,Pine Cone Hill Atlantic Quilt,Pine Cone Hill,Bedding & Bath,New Arrivals: Bedding,TRUE,Size,Twin,,,,,PC2755-01,4536.105137,shopify,500,deny,manual,314,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/atlantic-quilt.jpg?v=1606217113,1,Pine Cone Hill Atlantic Quilt - Lavender Fields,FALSE,Pine Cone Hill Atlantic Quilt,"The Atlantic Quilt is the perfect quilt to elevate any room, featuring hand-stitched details and light, breezy cotton. Great for warmer months or easy to layer for colder months as well. Pine Cone Hill Bedding ships free from Lavender Fields.",,,,PC005SHS,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/atlantic-quilt.jpg?v=1606217113,lb,,,active
pine-cone-hill-atlantic-quilt,,,,,,,Full/Queen,,,,,PC2755-02,4536.105137,shopify,499,deny,manual,390,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/atlantic-quilt.jpg?v=1606217113,lb,,,
pine-cone-hill-atlantic-quilt,,,,,,,King,,,,,PC2755-03,4536.105137,shopify,499,deny,manual,452,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/atlantic-quilt.jpg?v=1606217113,lb,,,
pine-cone-hill-atlantic-sham,Pine Cone Hill Atlantic Sham,Pine Cone Hill,Bedding & Bath,New Arrivals: Bedding,TRUE,Select Size,Standard,,,,,PC2756-01,4536.105137,shopify,500,deny,manual,68,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/lifestyle_e18a72dc-8b8e-48e6-9667-5206ebd28c5c.jpg?v=1606217113,1,Pine Cone Hill Atlantic Sham - Lavender Fields,FALSE,Pine Cone Hill Atlantic Sham,"Build a beautiful bed with hand-stitched details and light, breezy cotton: a perfect matching quilted sham that makes bedtime extra luxurious. Ideal for year-round use and a great texture statement on an all white bed. Pine Cone Hill Bedding ships free from Lavender Fields.",,,,PC005SHS,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/standard_e384ed33-2180-44c7-a58b-90b0e3c24724.jpg?v=1606217113,lb,,,active
pine-cone-hill-atlantic-sham,,,,,,,European,,,,,PC2756-02,4536.105137,shopify,500,deny,manual,84,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/standard_e384ed33-2180-44c7-a58b-90b0e3c24724.jpg?v=1606217113,2,Pine Cone Hill Atlantic Sham - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/european.jpg?v=1606217113,lb,,,
