Handle,Title,Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
pine-cone-hill-cascade-stripe-flannel-blue-oatmeal-duvet-cover,,,,,,,King - $290.00,,,,,PCH-PC1836-03,4536.105137,shopify,5000,deny,manual,290,,TRUE,TRUE,'614099545474,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/cascadestripe-blueoatmeal-duvetcover.jpg?v=1603313631,lb,,,
pine-cone-hill-aiden-chambray-denim-quilted-sham,Pine Cone Hill Aiden Chambray Denim Quilted Sham,Pine Cone Hill,Bedding & Bath,"Baby & Children: Quilts Blankets and Throws, Bedding & Bath: Quilts & Quilted Shams, Bedding & Bath: Shams",TRUE,Select Size,Standard - $74.00,,,,,PCH-PC1813-SHS-01,4536.105137,shopify,5000,deny,manual,74,,TRUE,TRUE,'614099545023,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/aiden-chambray-denim-quilt-sham.jpg?v=1603313630,1,Pine Cone Hill Aiden Chambray Denim Quilted Sham - Lavender Fields,FALSE,Pine Cone Hill Aiden Chambray Denim Quilt Sham,The lightweight Aiden Chambray Denim Quilt Sham from Pine Cone Hill features a solid chambray denim front and reverses to vertical stripes in blue on an ivory background. The twill weave chambray weight denim sham is warm and cozy. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.,,,,PC1813-SHS,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/aiden-chambray-denim-quilt-sham.jpg?v=1603313630,lb,,,active
pine-cone-hill-aiden-chambray-denim-quilted-sham,,,,,,,European - $90.00,,,,,PCH-PC1813-SHS-02,4536.105137,shopify,5000,deny,manual,90,,TRUE,TRUE,'614099545030,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/aiden-chambray-denim-quilt-sham2.jpg?v=1603313630,2,Pine Cone Hill Aiden Chambray Denim Quilted Sham - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/aiden-chambray-denim-quilt-sham.jpg?v=1603313630,lb,,,
pine-cone-hill-aiden-chambray-denim-quilted-sham,,,,,,,King - $85.00,,,,,PCH-PC1813-SHS-03,4536.105137,shopify,5000,deny,manual,85,,TRUE,TRUE,'614099545047,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/aiden-chambray-denim-quilt_5b736908-7f42-43a9-b57e-7c4534c207b6.jpg?v=1603313630,3,Pine Cone Hill Aiden Chambray Denim Quilted Sham - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/aiden-chambray-denim-quilt-sham.jpg?v=1603313630,lb,,,
pine-cone-hill-aiden-chambray-denim-quilt,Pine Cone Hill Aiden Chambray Denim Quilt,Pine Cone Hill,Bedding & Bath,"Baby & Children: Quilts Blankets and Throws, Bedding & Bath: Quilts, Bedding & Bath: Quilts & Quilted Shams",TRUE,Select Size,Twin - $316.00,,,,,PCH-PC1812-01,4536.105137,shopify,5000,deny,manual,316,,TRUE,TRUE,'614099544996,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/aiden-chambray-denim-quilt.jpg?v=1603313629,1,Pine Cone Hill Aiden Chambray Denim Quilt - Lavender Fields,FALSE,Pine Cone Hill Aiden Chambray Denim Quilt,The lightweight Aiden Chambray Denim quilt from Pine Cone Hill features a solid chambray denim front and reverses to vertical stripes in blue on an ivory background. The twill weave chambray weight denim quilt will keep you warm and cozy. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.,,,,PC1812-T,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/aiden-chambray-denim-quilt.jpg?v=1603313629,lb,,,active
pine-cone-hill-aiden-chambray-denim-quilt,,,,,,,Full/Queen - $420.00,,,,,PCH-PC1812-02,4536.105137,shopify,5000,deny,manual,420,,TRUE,TRUE,'614099545009,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/aiden-chambray-denim-quilt.jpg?v=1603313629,lb,,,
pine-cone-hill-aiden-chambray-denim-quilt,,,,,,,King - $484.00,,,,,PCH-PC1812-03,4536.105137,shopify,5000,deny,manual,484,,TRUE,TRUE,'614099545016,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/aiden-chambray-denim-quilt.jpg?v=1603313629,lb,,,
annie-selke-luxe-semplice-oyster-matelasse-sham,Annie Selke Luxe Semplice Oyster Matelasse Sham,Pine Cone Hill,Bedding & Bath,Bedding & Bath: Shams,TRUE,Select Size,Standard - $70.00,,,,,AS-LU891-01,4536.105137,shopify,500,deny,manual,70,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/semplice-oyster-sham.jpg?v=1603313607,1,Annie Selke Luxe Semplice Oyster Matelasse Sham - Lavender Fields,FALSE,Annie Selke Luxe Semplice Oyster Matelasse Sham,The Semplice Oyster Matelasse Sham from Annie Selke is crafted in Portugal and features a design in a tiny ribbed pattern that adds richness and texture to a beautifully layered bed.,,,,LU891,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/semplice-oyster-sham.jpg?v=1603313607,lb,,,active
annie-selke-luxe-semplice-oyster-matelasse-sham,,,,,,,European - $74.00,,,,,AS-LU891-02,4536.105137,shopify,4996,deny,manual,74,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/semplice-oyster-sham2.jpg?v=1603313607,2,Annie Selke Luxe Semplice Oyster Matelasse Sham - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/semplice-oyster-sham.jpg?v=1603313607,lb,,,
annie-selke-luxe-semplice-oyster-matelasse-sham,,,,,,,King - $80.00,,,,,AS-LU891-03,4536.105137,shopify,5000,deny,manual,80,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/semplice-oyster-coverlet_afcce0c5-a1c7-4bc5-afef-6885bd3b3904.jpg?v=1603313607,3,Annie Selke Luxe Semplice Oyster Matelasse Sham - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/semplice-oyster-sham.jpg?v=1603313607,lb,,,
annie-selke-luxe-semplice-white-matelasse-coverlet,Annie Selke Luxe Semplice White Matelasse Coverlet,PINE CONE HILL,Bedding & Bath,Bedding & Bath: Coverlets & Bedspreads,TRUE,Select Size,Queen - $252.00,,,,,AS-LU887-01,4536.105137,shopify,5000,deny,manual,252,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/semplice-white-coverlet_4477c0b2-2c5a-41b4-adc8-77c928f9ad9f.jpg?v=1603313605,1,Annie Selke Luxe Semplice White Matelasse Coverlet - Lavender Fields,FALSE,Annie Selke Luxe Semplice White Matelasse Coverlet,The Semplice White Matelasse Coverlet from Annie Selke is crafted in Portugal and features a design in a tiny ribbed pattern that adds richness and texture to a beautifully layered bed.,,,,LU887,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/semplice-white-coverlet_4477c0b2-2c5a-41b4-adc8-77c928f9ad9f.jpg?v=1603313605,lb,,,active
annie-selke-luxe-semplice-white-matelasse-coverlet,,,,,,,King - $284.00,,,,,AS-LU887-02,4536.105137,shopify,4999,deny,manual,284,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/semplice-white-coverlet_4477c0b2-2c5a-41b4-adc8-77c928f9ad9f.jpg?v=1603313605,lb,,,
annie-selke-luxe-semplice-white-matelasse-sham,Annie Selke Luxe Semplice White Matelasse Sham,Pine Cone Hill,Bedding & Bath,Bedding & Bath: Shams,TRUE,Select Size,Standard - $70.00,,,,,AS-LU888-01,4536.105137,shopify,5000,deny,manual,70,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/semplice-white-sham.jpg?v=1603313604,1,Annie Selke Luxe Semplice White Matelasse Sham - Lavender Fields,FALSE,Annie Selke Luxe Semplice White Matelasse Sham,The Semplice White Matelasse Sham from Annie Selke is crafted in Portugal and features a design in a tiny ribbed pattern that adds richness and texture to a beautifully layered bed.,,,,LU888,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/semplice-white-sham.jpg?v=1603313604,lb,,,active
annie-selke-luxe-semplice-white-matelasse-sham,,,,,,,European - $74.00,,,,,AS-LU888-02,4536.105137,shopify,5000,deny,manual,74,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/semplice-white-sham2.jpg?v=1603313604,2,Annie Selke Luxe Semplice White Matelasse Sham - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/semplice-white-sham.jpg?v=1603313604,lb,,,
annie-selke-luxe-semplice-white-matelasse-sham,,,,,,,King - $80.00,,,,,AS-LU888-03,4536.105137,shopify,5000,deny,manual,80,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/semplice-white-coverlet.jpg?v=1603313604,3,Annie Selke Luxe Semplice White Matelasse Sham - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/semplice-white-sham.jpg?v=1603313604,lb,,,
annie-selke-luxe-lodi-white-matelasse-sham,Annie Selke Luxe Lodi White Matelasse Sham,Pine Cone Hill,Bedding & Bath,Bedding & Bath: Shams,TRUE,Select Size,Standard - $80.00,,,,,AS-LU872-01,4536.105137,shopify,4998,deny,manual,80,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/lodi-white-sham.jpg?v=1603313603,1,Annie Selke Luxe Lodi White Matelasse Sham - Lavender Fields,FALSE,Annie Selke Luxe Lodi White Matelasse Sham,The Lodi White Matelasse Sham from Annie Selke is crafted in Portugal and features a stonewashed design in a pattern in classic white that adds richness and dimension to a beautifully layered bed.,,,,LU872,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/lodi-white-sham.jpg?v=1603313603,lb,,,active
annie-selke-luxe-lodi-white-matelasse-sham,,,,,,,European - $84.00,,,,,AS-LU872-02,4536.105137,shopify,5000,deny,manual,84,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/lodi-white-sham2.jpg?v=1603313603,2,Annie Selke Luxe Lodi White Matelasse Sham - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/lodi-white-sham.jpg?v=1603313603,lb,,,
annie-selke-luxe-lodi-white-matelasse-sham,,,,,,,King - $90.00,,,,,AS-LU872-03,4536.105137,shopify,4996,deny,manual,90,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/lodi-white-coverlet_1594ea20-224d-443d-907c-0944b9765a6b.jpg?v=1603313603,3,Annie Selke Luxe Lodi White Matelasse Sham - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/lodi-white-sham.jpg?v=1603313603,lb,,,
annie-selke-luxe-lodi-white-matelasse-sham,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/lodi-white-detail_882eb5d2-57f0-457c-9705-4f9924933ab1.jpg?v=1603313603,4,Annie Selke Luxe Lodi White Matelasse Sham - Lavender Fields,,,,,,,,,,,,,,,,,,,,,
annie-selke-luxe-lodi-white-matelasse-coverlet,Annie Selke Luxe Lodi White Matelasse Coverlet,Pine Cone Hill,Bedding & Bath,Bedding & Bath: Coverlets & Bedspreads,TRUE,Select Size,Queen - $274.00,,,,,AS-LU871-01,4536.105137,shopify,4998,deny,manual,274,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/lodi-white-coverlet.jpg?v=1603313602,1,Annie Selke Luxe Lodi White Matelasse Coverlet - Lavender Fields,FALSE,Annie Selke Luxe Lodi White Matelasse Coverlet,The Lodi White Matelasse Coverlet from Annie Selke features a stonewashed design in a pattern in classic white that adds richness and dimension to a beautifully layered bed. This sensuous coverlet is a must-have for your bedding collection.,,,,LU871,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/lodi-white-coverlet.jpg?v=1603313602,lb,,,active
annie-selke-luxe-lodi-white-matelasse-coverlet,,,,,,,King - $316.00,,,,,AS-LU871-02,4536.105137,shopify,4994,deny,manual,316,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/lodi-white-coverlets.jpg?v=1603313602,2,Annie Selke Luxe Lodi White Matelasse Coverlet - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/lodi-white-coverlet.jpg?v=1603313602,lb,,,
annie-selke-luxe-lodi-white-matelasse-coverlet,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/lodi-white-detail.jpg?v=1603313602,3,Annie Selke Luxe Lodi White Matelasse Coverlet - Lavender Fields,,,,,,,,,,,,,,,,,,,,,
annie-selke-luxe-duchess-sateen-white-flat-sheet,Annie Selke Luxe Duchess Sateen White Flat Sheet,Pine Cone Hill,Bedding & Bath,Bedding & Bath: Sheets,TRUE,Please Select,Queen - $292.00,,,,,AS-LU896-01,4536.105137,shopify,5000,deny,manual,292,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-white-sheet_97f8d1db-42d0-48d1-ab2c-20652ed930e7.jpg?v=1603313601,1,Annie Selke Luxe Duchess Sateen White Flat Sheet - Lavender Fields,FALSE,Annie Selke Luxe Duchess Sateen White Flat Sheet,"The Duchess Sateen White Flat Sheet from Annie Selke is woven from high-quality, 610 thread count Egyptian Cotton by Italian artisans. These luxurious, lightweight sheets will remain soft and silky after numerous washings and make a wonderful addition to your bedding. ",,,,LU896,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-white-sheet_97f8d1db-42d0-48d1-ab2c-20652ed930e7.jpg?v=1603313601,lb,,,active
annie-selke-luxe-duchess-sateen-white-flat-sheet,,,,,,,King - $346.00,,,,,AS-LU896-02,4536.105137,shopify,5000,deny,manual,346,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-white-sheets_932d6aef-dfdc-409e-9178-c5472ae0505d.jpg?v=1603313601,2,Annie Selke Luxe Duchess Sateen White Flat Sheet - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-white-sheet_97f8d1db-42d0-48d1-ab2c-20652ed930e7.jpg?v=1603313601,lb,,,
annie-selke-luxe-duchess-sateen-white-flat-sheet,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-white-pc_59d33444-deee-4904-a272-58eeb5e6b99b.jpg?v=1603313601,3,Annie Selke Luxe Duchess Sateen White Flat Sheet - Lavender Fields,,,,,,,,,,,,,,,,,,,,,
annie-selke-luxe-duchess-sateen-white-fitted-sheet,Annie Selke Luxe Duchess Sateen White Fitted Sheet,Pine Cone Hill,Bedding & Bath,Bedding & Bath: Sheets,TRUE,Please Select,Queen - $244.00,,,,,AS-LU897-01,4536.105137,shopify,5000,deny,manual,244,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-white-sheet_0a86a11f-ee0d-4a45-ac48-d328fa7f7aca.jpg?v=1603313600,1,Annie Selke Luxe Duchess Sateen White Fitted Sheet - Lavender Fields,FALSE,Annie Selke Luxe Duchess Sateen White Fitted Sheet,"The Duchess Sateen White Fitted Sheet from Annie Selke is woven from high-quality, 610 thread count Egyptian Cotton by Italian artisans. These luxurious, lightweight sheets will remain soft and silky after numerous washings and make a wonderful addition to your bedding.  Annie Selke bedding and accessories always ship free at Lavender Fields.",,,,LU897,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-white-sheet_0a86a11f-ee0d-4a45-ac48-d328fa7f7aca.jpg?v=1603313600,lb,,,active
annie-selke-luxe-duchess-sateen-white-fitted-sheet,,,,,,,King - $294.00,,,,,AS-LU897-02,4536.105137,shopify,5000,deny,manual,294,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-white-sheets_03d383d6-da5f-44f7-bde3-58c9c8514a12.jpg?v=1603313600,2,Annie Selke Luxe Duchess Sateen White Fitted Sheet - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-white-sheet_0a86a11f-ee0d-4a45-ac48-d328fa7f7aca.jpg?v=1603313600,lb,,,
annie-selke-luxe-duchess-sateen-white-fitted-sheet,,,,,,,Cal King - $294.00,,,,,AS-LU897-03,4536.105137,shopify,5000,deny,manual,294,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-white-pc_b723efaa-447f-4145-9556-7f2e21e02866.jpg?v=1603313600,3,Annie Selke Luxe Duchess Sateen White Fitted Sheet - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-white-sheet_0a86a11f-ee0d-4a45-ac48-d328fa7f7aca.jpg?v=1603313600,lb,,,
annie-selke-luxe-duchess-sateen-white-pillowcases,Annie Selke Luxe Duchess Sateen White Pillowcases,Pine Cone Hill,Bedding & Bath,Bedding & Bath: Pillowcases,TRUE,Please Select,Standard - $112.00,,,,,AS-LU898-01,4536.105137,shopify,5000,deny,manual,112,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-white-pc.jpg?v=1603313599,1,Annie Selke Luxe Duchess Sateen White Pillowcases - Lavender Fields,FALSE,Annie Selke Luxe Duchess Sateen White Pillowcases,"Duchess Sateen White Pillowcases from Annie Selke are woven from high-quality, 610 thread count Egyptian Cotton by Italian artisans. These luxurious, lightweight pillowcases, will remain soft and silky after numerous washings and make a wonderful addition to your bedding.",,,,LU898,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-white-pc.jpg?v=1603313599,lb,,,active
annie-selke-luxe-duchess-sateen-white-pillowcases,,,,,,,King - $142.00,,,,,AS-LU898-02,4536.105137,shopify,5000,deny,manual,142,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-white-sheets.jpg?v=1603313599,2,Annie Selke Luxe Duchess Sateen White Pillowcases - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-white-pc.jpg?v=1603313599,lb,,,
annie-selke-luxe-duchess-sateen-white-pillowcases,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-white-sheet.jpg?v=1603313599,3,Annie Selke Luxe Duchess Sateen White Pillowcases - Lavender Fields,,,,,,,,,,,,,,,,,,,,,
annie-selke-luxe-duchess-sateen-ivory-pillowcases,Annie Selke Luxe Duchess Sateen Ivory Pillowcases,Pine Cone Hill,Bedding & Bath,Bedding & Bath: Pillowcases,TRUE,Please Select,Standard - $124.00,,,,,AS-LU903-01,4536.105137,shopify,5000,deny,manual,124,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-ivory-pc_bc03c0bd-e96f-443b-819a-ced5638a8a2a.jpg?v=1603313598,1,Annie Selke Luxe Duchess Sateen Ivory Pillowcases - Lavender Fields,FALSE,Annie Selke Luxe Duchess Sateen Ivory Pillowcases,"Duchess Sateen Ivory Pillowcases from Annie Selke are woven from high-quality, 610 thread count Egyptian Cotton by Italian artisans. These luxurious, lightweight pillowcases, will remain soft and silky after numerous washings and make a wonderful addition to your bedding.  ",,,,LU903,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-ivory-pc_bc03c0bd-e96f-443b-819a-ced5638a8a2a.jpg?v=1603313598,lb,,,active
annie-selke-luxe-duchess-sateen-ivory-pillowcases,,,,,,,King - $148.00,,,,,AS-LU903-02,4536.105137,shopify,5000,deny,manual,148,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-ivory-sheeting_3500d822-9fdd-44c7-a085-a9e3357c2f8f.jpg?v=1603313598,2,Annie Selke Luxe Duchess Sateen Ivory Pillowcases - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-ivory-pc_bc03c0bd-e96f-443b-819a-ced5638a8a2a.jpg?v=1603313598,lb,,,
annie-selke-luxe-duchess-sateen-ivory-pillowcases,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-ivory-sheets_d84d5368-752f-4b51-a330-de32c5baf349.jpg?v=1603313598,3,Annie Selke Luxe Duchess Sateen Ivory Pillowcases - Lavender Fields,,,,,,,,,,,,,,,,,,,,,
annie-selke-luxe-duchess-sateen-ivory-flat-sheet,Annie Selke Luxe Duchess Sateen Ivory Flat Sheet,Pine Cone Hill,Bedding & Bath,Bedding & Bath: Sheets,TRUE,Please Select,Queen - $308.00,,,,,AS-LU901-01,4536.105137,shopify,5000,deny,manual,308,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-ivory-sheets_2eab3b8a-ef79-4a15-8d04-326007f49607.jpg?v=1603313597,1,Annie Selke Luxe Duchess Sateen Ivory Flat Sheet - Lavender Fields,FALSE,Annie Selke Luxe Duchess Sateen Ivory Flat Sheet,"The Duchess Sateen Ivory Flat Sheet from Annie Selke is woven from high-quality, 610 thread count Egyptian Cotton by Italian artisans. These luxurious, lightweight sheets will remain soft and silky after numerous washings and make a wonderful addition to your bedding.",,,,LU901,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-ivory-sheets_2eab3b8a-ef79-4a15-8d04-326007f49607.jpg?v=1603313597,lb,,,active
annie-selke-luxe-duchess-sateen-ivory-flat-sheet,,,,,,,King - $364.00,,,,,AS-LU901-02,4536.105137,shopify,5000,deny,manual,364,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-ivory-sheeting_cdcc5177-0dd1-44c9-89d2-4164e1b5ac38.jpg?v=1603313597,2,Annie Selke Luxe Duchess Sateen Ivory Flat Sheet - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-ivory-sheets_2eab3b8a-ef79-4a15-8d04-326007f49607.jpg?v=1603313597,lb,,,
annie-selke-luxe-duchess-sateen-ivory-flat-sheet,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-ivory-pc_549be7ba-2c7d-41e3-8fb7-bbfe75bf5fa2.jpg?v=1603313597,3,Annie Selke Luxe Duchess Sateen Ivory Flat Sheet - Lavender Fields,,,,,,,,,,,,,,,,,,,,,
annie-selke-luxe-duchess-sateen-ivory-fitted-sheet,Annie Selke Luxe Duchess Sateen Ivory Fitted Sheet,Pine Cone Hill,Bedding & Bath,Bedding & Bath: Sheets,TRUE,Please Select,Queen - $262.00,,,,,AS-LU902-01,4536.105137,shopify,5000,deny,manual,262,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-ivory-sheets.jpg?v=1603313595,1,Annie Selke Luxe Duchess Sateen Ivory Fitted Sheet - Lavender Fields,FALSE,Annie Selke Luxe Duchess Sateen Ivory Fitted Sheet,"The Duchess Sateen Ivory Fitted Sheet from Annie Selke is woven from high-quality, 610 thread count Egyptian Cotton by Italian artisans. These luxurious, lightweight sheets will remain soft and silky after numerous washings and make a wonderful addition to your bedding. ",,,,LU902,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-ivory-sheets.jpg?v=1603313595,lb,,,active
annie-selke-luxe-duchess-sateen-ivory-fitted-sheet,,,,,,,King - $314.00,,,,,AS-LU902-02,4536.105137,shopify,5000,deny,manual,314,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-ivory-sheeting.jpg?v=1603313595,2,Annie Selke Luxe Duchess Sateen Ivory Fitted Sheet - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-ivory-sheets.jpg?v=1603313595,lb,,,
annie-selke-luxe-duchess-sateen-ivory-fitted-sheet,,,,,,,Cal King - $314.00,,,,,AS-LU902-03,4536.105137,shopify,5000,deny,manual,314,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-ivory-pc.jpg?v=1603313595,3,Annie Selke Luxe Duchess Sateen Ivory Fitted Sheet - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/duchess-sateen-ivory-sheets.jpg?v=1603313595,lb,,,
annie-selke-luxe-monarch-sateen-ivory-fitted-sheet,Annie Selke Luxe Monarch Sateen Ivory Fitted Sheet,Pine Cone Hill,Bedding & Bath,Bedding & Bath: Sheets,TRUE,Please Select,Queen - $580.00,,,,,AS-LU922-01,4536.105137,shopify,4999,deny,manual,580,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/monarch-sateen-ivory-sheet_7a9584eb-336d-4cda-aff7-9bbcf4e54093.jpg?v=1603313594,1,Annie Selke Luxe Monarch Sateen Ivory Fitted Sheet - Lavender Fields,FALSE,Annie Selke Luxe Monarch Sateen Ivory Fitted Sheet,"The Monarch Sateen Ivory Fitted Sheet from Annie Selke is woven from high-quality, 1,000 thread count Egyptian Cotton by Italian artisans. These luxurious, lightweight sheets will remain soft and silky after numerous washings and make a wonderful addition to your bedding. ",,,,LU922,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/monarch-sateen-ivory-sheet_7a9584eb-336d-4cda-aff7-9bbcf4e54093.jpg?v=1603313594,lb,,,active
annie-selke-luxe-monarch-sateen-ivory-fitted-sheet,,,,,,,King - $704.00,,,,,AS-LU922-02,4536.105137,shopify,5000,deny,manual,704,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/monarch-sateen-ivory-sheeting_9799baf1-e92b-4fda-8a35-2621d6a72c47.jpg?v=1603313594,2,Annie Selke Luxe Monarch Sateen Ivory Fitted Sheet - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/monarch-sateen-ivory-sheet_7a9584eb-336d-4cda-aff7-9bbcf4e54093.jpg?v=1603313594,lb,,,
